sample_id,user_id,item_id,valence_score,arousal_score,preference_label,rating,item_popularity_score,item_category,delta,theta,alpha,beta,gamma
1484,15,85,5.356,4.1379,1,3,0.3928,music,881.8394165039062,456.42034912109375,415.0902404785156,89.66278839111328,4.748802661895752
1485,15,86,4.0447,5.0971,0,2,0.3825,game,980.3468627929688,571.2183227539062,377.0101013183594,57.66153335571289,3.4452433586120605
1486,15,87,6.1526,5.7774,1,4,0.688,short_video,815.5349731445312,381.4598693847656,506.1184997558594,91.51342010498047,4.988138675689697
1487,15,88,5.2989,6.3368,1,3,0.8173,article,826.0383911132812,344.3182373046875,526.1990966796875,93.28968048095703,4.242850303649902
1488,15,89,5.557,4.2665,1,4,0.3873,game,781.8253784179688,367.5825500488281,478.9258728027344,109.11395263671875,5.120332717895508
1489,15,90,4.9536,3.4258,1,3,0.3954,movie,680.1367797851562,483.052978515625,503.98614501953125,92.58539581298828,4.494753360748291
1490,15,91,5.023,5.1722,1,2,0.5779,music,729.64501953125,361.52490234375,534.6320190429688,104.5049819946289,4.173389434814453
1491,15,92,5.1773,5.979,0,2,0.4389,article,994.987548828125,463.9281005859375,388.06378173828125,75.76532745361328,4.388765811920166
1492,15,93,4.5246,4.0967,0,2,0.7215,game,969.8038940429688,446.8643798828125,393.662353515625,83.89932250976562,3.731449604034424
1493,15,94,3.6745,4.7802,0,3,0.0952,short_video,871.9658203125,473.2568359375,477.8740234375,68.87968444824219,4.7545671463012695
1494,15,95,5.1511,3.5616,0,3,0.3043,game,822.2302856445312,497.2428894042969,452.8359375,80.21914672851562,3.916893720626831
1495,15,96,5.1152,6.4705,0,3,0.3138,movie,956.550537109375,349.5052490234375,512.0958862304688,74.47456359863281,3.635920286178589
1496,15,97,5.4801,3.1518,1,5,0.0895,article,846.9972534179688,331.69915771484375,519.6220703125,94.25518035888672,4.801675319671631
1497,15,98,5.8631,5.3449,1,4,0.2762,short_video,657.5040893554688,473.90289306640625,560.3045654296875,83.36294555664062,4.101899147033691
1498,15,99,5.8647,4.4539,1,3,0.2859,article,691.869873046875,413.9876708984375,554.1129150390625,91.70108032226562,5.029611110687256
1499,15,100,4.2604,7.7685,1,4,0.4499,article,655.3444213867188,470.9990234375,522.1876831054688,94.87012481689453,4.168980121612549
1500,16,1,5.703,6.658,1,5,0.6261,short_video,614.4542846679688,388.83697509765625,616.8194580078125,93.14344024658203,4.948816776275635
1501,16,2,5.1884,5.6483,1,3,0.3595,music,827.9996948242188,383.37274169921875,483.8267517089844,96.11285400390625,4.766503810882568
1502,16,3,5.6708,4.947,0,3,0.7815,movie,985.7145385742188,388.4979248046875,434.71636962890625,81.52145385742188,4.827298164367676
1503,16,4,4.7154,4.0526,0,3,0.3481,movie,824.2605590820312,497.9570007324219,461.57879638671875,75.22327423095703,5.511419773101807
1504,16,5,5.6376,5.6204,1,3,0.346,article,829.9675903320312,344.497314453125,528.1690673828125,92.96604919433594,4.111905097961426
1505,16,6,4.1145,4.7651,0,3,0.6321,movie,737.9248046875,529.5572509765625,452.16326904296875,86.65931701660156,4.579734802246094
1506,16,7,6.6026,4.4537,1,4,0.682,short_video,605.8527221679688,322.79876708984375,582.4058227539062,120.41873168945312,5.025142192840576
1507,16,8,6.3917,5.0733,1,3,0.6102,music,823.0807495117188,415.62750244140625,426.7298889160156,106.71256256103516,4.469642162322998
1508,16,9,4.3325,4.8858,0,3,0.1564,short_video,909.4521484375,498.5608215332031,408.5648498535156,77.54399108886719,4.123259544372559
1509,16,10,4.7429,3.6648,1,3,0.6314,movie,815.27197265625,363.2767333984375,506.4037170410156,96.06411743164062,5.084924221038818
1510,16,11,4.5361,5.1107,0,3,0.2622,article,743.54296875,504.14093017578125,488.59283447265625,80.90621948242188,4.663207054138184
1511,16,12,5.0378,4.8832,1,4,0.5585,short_video,675.6719360351562,459.4879455566406,542.7389526367188,87.41305541992188,4.9775214195251465
1512,16,13,4.6692,5.1341,0,4,0.1941,game,996.46044921875,437.1038818359375,387.55438232421875,81.61827087402344,5.1293253898620605
1513,16,14,4.9719,4.9996,1,3,0.6098,music,829.2578125,422.27679443359375,480.52813720703125,88.08009338378906,4.21610689163208
1514,16,15,7.5007,4.6892,1,4,0.3086,article,729.9236450195312,374.936279296875,470.06878662109375,118.75025939941406,5.185262680053711
1515,16,16,4.6084,4.7426,1,3,0.2171,music,819.8161010742188,408.198974609375,510.9825744628906,84.01202392578125,4.390091419219971
1516,16,17,5.2683,6.1535,1,4,0.6712,game,856.2689819335938,400.8847961425781,489.982177734375,85.6573715209961,4.914143085479736
1517,16,18,4.7156,6.2393,0,3,0.5601,music,779.752685546875,554.9560546875,396.6399230957031,90.54688262939453,3.6300628185272217
1518,16,19,4.8473,5.2915,1,3,0.3512,music,881.7127075195312,430.31744384765625,418.0951232910156,95.53947448730469,3.852710485458374
1519,16,20,5.0317,7.0408,1,4,0.8102,game,843.3511352539062,419.2796630859375,451.4009704589844,95.1815414428711,4.143991947174072
1520,16,21,5.9379,3.6208,1,4,0.3916,movie,558.5648803710938,359.298095703125,603.9312744140625,112.79180908203125,6.013296604156494
1521,16,22,5.6126,2.979,1,4,0.508,movie,754.8523559570312,422.7851867675781,556.9782104492188,78.00227355957031,4.729707717895508
1522,16,23,7.0065,4.0498,1,4,0.5668,music,822.4924926757812,407.637451171875,454.4794006347656,99.44071960449219,4.868914604187012
1523,16,24,5.3301,5.3812,0,3,0.3499,movie,893.8018188476562,471.00006103515625,408.5527038574219,85.73835754394531,4.710655689239502
1524,16,25,5.8579,5.0882,1,3,0.6157,game,739.9546508789062,388.763671875,525.0691528320312,97.69479370117188,4.983752727508545
1525,16,26,4.827,4.6792,1,3,0.3697,article,797.21826171875,390.41156005859375,502.805419921875,94.50817108154297,4.354563236236572
1526,16,27,4.7533,4.5935,0,3,0.3985,movie,987.0593872070312,395.8799743652344,438.957763671875,78.45938110351562,4.674960136413574
1527,16,28,5.4568,2.9698,1,4,0.7962,movie,835.14404296875,388.7589111328125,506.7296447753906,86.88506317138672,4.815320014953613
1528,16,29,4.3629,4.965,0,3,0.261,movie,1119.478515625,523.2017822265625,305.2547302246094,65.06814575195312,3.5828568935394287
1529,16,30,5.4905,5.7991,1,4,0.0822,game,841.5722045898438,358.22015380859375,525.7828369140625,87.85770416259766,4.454217433929443
1530,16,31,5.3986,4.6885,0,3,0.8335,music,958.0517578125,451.9502258300781,408.19049072265625,78.8957290649414,4.485409736633301
1531,16,32,5.496,6.7862,1,4,0.9275,game,672.5003051757812,368.02056884765625,543.8788452148438,108.78953552246094,5.543267250061035
1532,16,33,5.5375,6.6443,1,3,0.4,movie,686.3958129882812,498.1549072265625,504.29217529296875,88.6849594116211,4.528286933898926
1533,16,34,4.5863,4.2827,1,4,0.126,music,779.0946655273438,417.8410339355469,504.628173828125,91.20494842529297,4.480778217315674
1534,16,35,4.4049,4.5181,0,2,0.423,game,798.0769653320312,447.32452392578125,480.4090881347656,87.39852905273438,4.372315406799316
1535,16,36,4.766,4.2702,1,4,0.4289,game,814.1116333007812,368.21063232421875,553.0762939453125,82.8797836303711,3.5658252239227295
1536,16,37,6.2434,4.1821,1,4,0.4527,game,698.734130859375,278.0262451171875,618.8729858398438,104.14361572265625,4.843770980834961
1537,16,38,5.9231,3.6297,0,3,0.2472,short_video,1005.1681518554688,471.779541015625,419.5928649902344,63.337669372558594,3.8643929958343506
1538,16,39,5.0185,5.4169,0,3,0.641,game,955.6629028320312,515.4031982421875,412.4519958496094,63.528045654296875,4.371061325073242
1539,16,40,6.0805,5.9742,1,4,0.6282,article,791.627197265625,410.18280029296875,475.17401123046875,98.10491180419922,5.267901420593262
1540,16,41,4.8243,6.1734,1,3,0.1833,game,802.996826171875,351.96038818359375,568.3409423828125,82.30994415283203,4.473132133483887
1541,16,42,6.7184,4.0642,1,4,0.668,music,932.3445434570312,378.46453857421875,472.0455017089844,82.56610107421875,4.385319709777832
1542,16,43,5.1158,4.9462,1,3,0.8862,music,560.0673828125,395.76312255859375,609.2964477539062,102.9660415649414,4.899718284606934
1543,16,44,5.1026,4.19,0,3,0.5429,music,910.9953002929688,410.240234375,461.40576171875,81.6234130859375,4.743612289428711
1544,16,45,6.1581,4.2483,0,3,0.4165,game,904.0962524414062,410.3822021484375,457.29266357421875,83.49517822265625,5.133667945861816
1545,16,46,5.2121,4.1787,0,3,0.4646,music,902.0099487304688,439.7664489746094,470.74365234375,73.94754028320312,4.485653877258301
1546,16,47,5.0941,5.6857,1,3,0.6491,article,753.1538696289062,502.3245849609375,539.4191284179688,65.46354675292969,4.221412658691406
1547,16,48,6.4696,1.8454,1,4,0.1505,game,632.2330932617188,437.96246337890625,564.379150390625,93.67803955078125,5.350739479064941
1548,16,49,5.0522,5.1501,1,4,0.541,article,874.0881958007812,398.5244140625,476.93609619140625,86.49407958984375,4.381197929382324
1549,16,50,3.7743,3.6519,0,3,0.4036,short_video,1020.5086059570312,442.9361877441406,434.30438232421875,63.091487884521484,3.944286584854126
1550,16,51,6.65,4.0018,1,4,0.8639,music,608.1973266601562,462.88507080078125,547.2618408203125,97.44342041015625,4.739521503448486
1551,16,52,5.5414,6.4307,1,3,0.4566,music,702.9158325195312,388.0819091796875,577.9365234375,90.51631927490234,3.857670545578003
1552,16,53,4.3338,4.7226,0,4,0.8413,short_video,947.0046997070312,526.5511474609375,404.256103515625,66.26347351074219,3.1787335872650146
1553,16,54,4.6181,2.7952,0,3,0.249,music,849.257568359375,502.3540954589844,381.04046630859375,94.06524658203125,5.001061916351318
1554,16,55,6.1293,6.0955,1,4,0.6427,music,593.4671020507812,448.72552490234375,582.3185424804688,92.46692657470703,5.296894550323486
1555,16,56,6.0579,5.3658,1,4,0.5792,article,765.7897338867188,348.15460205078125,525.8101806640625,103.25012969970703,5.053338050842285
1556,16,57,5.5934,5.8691,0,3,0.2955,game,920.1779174804688,432.87664794921875,473.0384826660156,72.7905502319336,3.1282358169555664
1557,16,58,5.3518,4.6417,0,4,0.5442,movie,713.3120727539062,486.0186767578125,516.4572143554688,82.29198455810547,4.789331912994385
1558,16,59,3.8516,4.6627,1,3,0.7707,game,792.37255859375,391.2847900390625,468.1644592285156,104.07299041748047,5.361601829528809
1559,16,60,5.4478,4.8148,1,4,0.4198,game,737.3046264648438,450.76617431640625,534.5848388671875,81.37445831298828,4.674488544464111
1560,16,61,5.5621,5.6469,1,4,0.1555,article,620.7352294921875,408.06451416015625,601.7669677734375,91.96675109863281,4.985697269439697
1561,16,62,6.0669,4.6587,1,4,0.4956,short_video,775.0656127929688,461.60491943359375,503.1034240722656,80.96531677246094,4.840771198272705
1562,16,63,5.964,3.2938,1,3,0.2886,movie,819.1596069335938,357.6358947753906,536.5484619140625,88.24789428710938,4.673726558685303
1563,16,64,6.6411,5.912,1,4,0.4152,movie,644.8635864257812,334.311767578125,563.1494140625,116.8382568359375,5.092703819274902
1564,16,65,5.8662,3.7278,0,3,0.4796,short_video,876.9149780273438,427.6213684082031,446.57293701171875,88.3236312866211,4.438702583312988
1565,16,66,4.9549,4.6693,0,3,0.1537,movie,832.8662109375,386.3604736328125,530.5405883789062,81.12676239013672,4.567862033843994
1566,16,67,3.9327,4.7808,0,3,0.1658,music,1079.78857421875,460.6218566894531,358.9203186035156,71.26013946533203,3.987478733062744
1567,16,68,5.6314,5.7106,1,3,0.6182,movie,695.8656616210938,463.561279296875,495.54766845703125,96.70452880859375,5.041778564453125
1568,16,69,5.2326,5.1755,1,3,0.3722,movie,931.17578125,399.9197998046875,505.272216796875,68.3548812866211,4.021668910980225
1569,16,70,5.9578,3.9267,1,4,0.0714,article,615.8556518554688,385.0872497558594,549.9417114257812,113.43032836914062,4.783973217010498
1570,16,71,5.4339,4.5971,1,3,0.6867,movie,711.6920776367188,434.4642639160156,544.2000732421875,86.61709594726562,4.862315654754639
1571,16,72,5.1708,2.919,0,3,0.5677,movie,822.9738159179688,458.5682373046875,475.28009033203125,81.36409759521484,4.999250411987305
1572,16,73,5.7694,6.0257,1,3,0.3287,article,785.1669311523438,346.9541931152344,574.5391845703125,86.28275299072266,4.033326148986816
1573,16,74,5.6261,4.1592,0,4,0.2113,movie,817.2555541992188,442.688232421875,490.54315185546875,82.22893524169922,4.684356212615967
1574,16,75,4.783,6.072,1,4,0.6976,article,732.3435668945312,411.7134704589844,545.5361938476562,89.29329681396484,4.1568779945373535
1575,16,76,5.6304,6.0568,1,5,0.5865,movie,822.1376953125,423.8642578125,440.78826904296875,100.4244155883789,4.729711055755615
1576,16,77,6.638,4.9853,1,3,0.9155,movie,856.9170532226562,315.92236328125,520.8743286132812,95.67817687988281,4.433349132537842
1577,16,78,5.2194,4.8451,0,3,0.6035,movie,969.0925903320312,422.20806884765625,449.8204040527344,73.14286804199219,3.8360111713409424
1578,16,79,5.5305,4.0713,1,3,0.5957,short_video,789.7648315429688,403.6881408691406,489.08575439453125,95.87110900878906,4.8047590255737305
1579,16,80,5.493,5.2449,1,4,0.4584,short_video,908.7412109375,427.5733337402344,453.07415771484375,80.4290542602539,4.9368109703063965
1580,16,81,4.8869,5.317,1,4,0.6936,game,833.6262817382812,331.8147277832031,502.23150634765625,101.49402618408203,5.380906581878662
1581,16,82,5.0368,5.6122,0,2,0.6514,music,1145.9559326171875,500.68939208984375,316.57122802734375,61.71102523803711,4.472979545593262
1582,16,83,4.1942,4.8277,0,3,0.7776,movie,1007.8795776367188,470.3839111328125,376.8570861816406,76.53678131103516,3.656205654144287
1583,16,84,5.0152,5.2135,1,3,0.3725,game,765.9942016601562,375.9209899902344,515.7145385742188,99.54515838623047,4.3911213874816895
1584,16,85,5.1657,4.6557,1,4,0.3928,music,752.030517578125,350.48004150390625,634.7279663085938,73.41300201416016,4.181973934173584
1585,16,86,4.6487,4.2548,0,3,0.3825,game,892.68798828125,390.7210693359375,495.47406005859375,79.0141372680664,4.824435710906982
1586,16,87,5.4967,5.0139,1,4,0.688,short_video,793.0894165039062,381.8669738769531,524.4553833007812,91.13993835449219,4.187722682952881
1587,16,88,5.8306,5.034,1,4,0.8173,article,858.0119018554688,441.5432434082031,439.6944274902344,90.38719177246094,4.0190324783325195
1588,16,89,5.434,4.8546,0,4,0.3873,game,703.9542846679688,500.7950439453125,487.99530029296875,89.47904205322266,4.141143798828125
1589,16,90,4.4767,4.7775,1,3,0.3954,movie,791.98291015625,421.8824157714844,479.15045166015625,95.14702606201172,4.237721920013428
1590,16,91,4.046,3.7231,1,3,0.5779,music,773.8362426757812,401.2972717285156,512.3796997070312,92.83757019042969,4.694762229919434
1591,16,92,5.8323,4.6776,0,3,0.4389,article,1021.61865234375,462.6661376953125,378.93023681640625,74.73274993896484,3.9493391513824463
1592,16,93,5.6726,4.8574,1,3,0.7215,game,875.025634765625,325.1578674316406,587.9979248046875,71.32618713378906,4.5105414390563965
1593,16,94,4.6912,6.4164,0,3,0.0952,short_video,832.9094848632812,453.5331726074219,444.7491149902344,90.19528198242188,4.573637962341309
1594,16,95,3.3056,5.955,0,2,0.3043,game,1057.4537353515625,568.9996948242188,342.75323486328125,54.085777282714844,3.915539026260376
1595,16,96,4.6992,3.5887,0,2,0.3138,movie,1006.5065307617188,580.4422607421875,352.05181884765625,58.47438049316406,3.1078178882598877
1596,16,97,4.8946,5.6544,0,2,0.0895,article,921.375244140625,554.6752319335938,381.5248718261719,69.3472671508789,4.561805725097656
1597,16,98,5.5921,5.5465,1,4,0.2762,short_video,616.3533325195312,294.9047546386719,602.509765625,120.05973052978516,4.514811038970947
1598,16,99,4.605,4.6679,0,3,0.2859,article,913.1056518554688,446.7012939453125,439.7626953125,80.24258422851562,3.7658843994140625
1599,16,100,5.3995,4.0776,1,3,0.4499,article,707.7848510742188,351.22918701171875,534.7028198242188,109.80554962158203,5.047017574310303
1600,17,1,6.3288,5.0093,1,4,0.6261,short_video,717.7128295898438,266.6419372558594,592.6163940429688,109.81421661376953,6.2438130378723145
1601,17,2,5.8145,6.1683,1,3,0.3595,music,925.6873168945312,450.8326721191406,439.88134765625,76.34131622314453,4.123507976531982
1602,17,3,6.2946,6.2114,1,4,0.7815,movie,768.9002075195312,306.7188720703125,539.7578735351562,108.55781555175781,4.176868915557861
1603,17,4,4.7074,5.4532,0,4,0.3481,movie,1101.5789794921875,474.999267578125,366.7442626953125,61.952247619628906,3.8560867309570312
1604,17,5,5.0205,4.4222,0,3,0.346,article,832.249755859375,470.4388732910156,471.7859802246094,79.24304962158203,3.7264277935028076
1605,17,6,4.9103,2.8779,1,4,0.6321,movie,744.3932495117188,400.3795471191406,564.4273681640625,83.3791275024414,4.336786270141602
1606,17,7,6.449,5.1682,1,5,0.682,short_video,714.9033203125,332.6214599609375,546.8535766601562,108.71233367919922,5.595119953155518
1607,17,8,4.2347,4.8811,0,1,0.6102,music,1170.0562744140625,520.1103515625,318.11236572265625,53.221309661865234,3.4499688148498535
1608,17,9,5.2151,6.3698,1,4,0.1564,short_video,761.375,470.36822509765625,527.1826171875,74.94915771484375,4.515147686004639
1609,17,10,5.4744,4.3076,1,3,0.6314,movie,932.6637573242188,396.05035400390625,426.51678466796875,91.72247314453125,4.797839641571045
1610,17,11,5.1516,3.0014,1,3,0.2622,article,856.28857421875,417.5361328125,494.11761474609375,80.71090698242188,4.187979698181152
1611,17,12,4.7312,6.5018,1,5,0.5585,short_video,879.8485717773438,340.1737060546875,496.9314880371094,94.00843048095703,4.233769416809082
1612,17,13,4.1591,7.0957,0,3,0.1941,game,890.9351196289062,507.5633239746094,423.34844970703125,74.3345947265625,3.4418535232543945
1613,17,14,4.2699,3.8605,0,3,0.6098,music,820.1334838867188,530.1353149414062,426.525390625,79.59477996826172,4.812567234039307
1614,17,15,4.8736,4.4134,0,3,0.3086,article,1080.43017578125,369.17919921875,382.5632019042969,84.8809814453125,4.634881496429443
1615,17,16,6.6282,4.472,1,3,0.2171,music,657.3799438476562,413.5158386230469,540.8314208984375,102.65909576416016,4.572413921356201
1616,17,17,5.8174,4.6184,0,2,0.6712,game,964.0387573242188,517.3385009765625,374.40765380859375,73.3691177368164,4.254996299743652
1617,17,18,6.2437,6.9636,1,3,0.5601,music,844.8684692382812,465.05291748046875,503.91778564453125,68.25151824951172,4.900400638580322
1618,17,19,5.4435,4.5192,1,3,0.3512,music,672.8801879882812,451.6316833496094,527.5398559570312,94.50433349609375,4.3692827224731445
1619,17,20,5.8241,5.7352,1,4,0.8102,game,732.3125,302.38824462890625,587.4851684570312,101.45336151123047,4.779413223266602
1620,17,21,5.8527,4.1175,1,3,0.3916,movie,707.9917602539062,446.76275634765625,484.2305603027344,101.47699737548828,5.285497188568115
1621,17,22,6.6783,7.1343,1,3,0.508,movie,907.4757690429688,327.42974853515625,488.8067932128906,93.97613525390625,4.306150436401367
1622,17,23,5.0948,6.19,1,4,0.5668,music,815.9078979492188,333.98492431640625,542.3009643554688,92.20208740234375,5.209998607635498
1623,17,24,5.4724,5.5832,1,4,0.3499,movie,656.5131225585938,438.04632568359375,551.3626098632812,94.38214874267578,4.196681022644043
1624,17,25,5.4779,4.4025,1,3,0.6157,game,789.93798828125,477.27935791015625,426.01141357421875,97.17935180664062,5.154330253601074
1625,17,26,3.8613,4.4852,0,2,0.3697,article,858.8823852539062,614.740478515625,368.94696044921875,70.73817443847656,3.91593861579895
1626,17,27,4.9256,4.5341,1,3,0.3985,movie,780.193359375,384.20599365234375,514.97021484375,94.98443603515625,4.864336967468262
1627,17,28,5.6101,7.0436,1,4,0.7962,movie,703.7092895507812,450.71728515625,567.0989379882812,77.86453247070312,4.559597969055176
1628,17,29,4.0148,4.539,0,2,0.261,movie,1042.5394287109375,529.9888916015625,332.1338806152344,69.00396728515625,3.93764328956604
1629,17,30,6.0265,3.7299,1,3,0.0822,game,892.6118774414062,454.1405334472656,414.84228515625,88.79216003417969,3.940639019012451
1630,17,31,4.4915,3.4965,0,3,0.8335,music,785.926513671875,546.592041015625,461.0005798339844,72.16612243652344,4.2516984939575195
1631,17,32,6.0568,6.2732,1,3,0.9275,game,745.9181518554688,335.2171630859375,579.1212158203125,93.72288513183594,4.652515888214111
1632,17,33,5.4043,4.6767,1,4,0.4,movie,841.2623901367188,429.3046875,493.54229736328125,80.06002807617188,4.998228073120117
1633,17,34,5.2473,5.6771,0,3,0.126,music,885.8060913085938,409.1482238769531,443.509033203125,92.08794403076172,4.728611469268799
1634,17,35,3.9547,3.955,0,3,0.423,game,1150.9493408203125,555.2166748046875,308.1870422363281,51.93938064575195,3.1377556324005127
1635,17,36,5.1362,6.515,0,2,0.4289,game,1152.9967041015625,390.56427001953125,348.06658935546875,77.93023681640625,3.891568422317505
1636,17,37,5.0788,5.3744,1,4,0.4527,game,670.5166625976562,329.6606140136719,621.9659423828125,96.28216552734375,4.428578853607178
1637,17,38,4.7794,4.5374,0,2,0.2472,short_video,886.9475708007812,483.8966979980469,445.5023498535156,73.47528076171875,4.199673652648926
1638,17,39,4.7203,4.6308,1,4,0.641,game,910.2561645507812,473.0123596191406,423.33905029296875,78.70707702636719,4.385636806488037
1639,17,40,5.989,5.9351,0,2,0.6282,article,816.0947875976562,427.5833435058594,511.27178955078125,80.3677749633789,4.215524673461914
1640,17,41,5.416,5.479,1,4,0.1833,game,694.7555541992188,431.6912841796875,534.9088134765625,93.4754409790039,4.384698867797852
1641,17,42,5.3547,5.6385,0,2,0.668,music,1048.6575927734375,471.95880126953125,374.2920837402344,69.33341217041016,4.20995569229126
1642,17,43,4.867,3.7432,0,3,0.8862,music,802.8250122070312,580.3106689453125,408.36517333984375,77.66656494140625,3.5496530532836914
1643,17,44,4.733,3.2744,0,3,0.5429,music,744.28759765625,413.5793151855469,565.8486328125,80.17625427246094,4.761474609375
1644,17,45,5.7136,4.0504,1,3,0.4165,game,958.1279296875,382.511962890625,422.7793884277344,91.32392883300781,4.8493804931640625
1645,17,46,5.6052,5.5775,1,4,0.4646,music,729.0067749023438,316.9270324707031,589.7847290039062,97.40837860107422,5.419323921203613
1646,17,47,7.2595,6.1024,1,4,0.6491,article,599.4961547851562,330.6562194824219,631.5811767578125,105.95757293701172,4.289687633514404
1647,17,48,4.1766,5.2443,0,3,0.1505,game,1020.361572265625,361.0929260253906,427.4072265625,84.18590545654297,4.549947738647461
1648,17,49,3.9203,5.8593,0,3,0.541,article,1053.6759033203125,497.55419921875,379.1560974121094,61.53178024291992,3.446924924850464
1649,17,50,5.422,4.6501,0,3,0.4036,short_video,925.8880004882812,380.187744140625,481.3025817871094,79.48247528076172,5.107762336730957
1650,17,51,4.7054,6.9041,1,3,0.8639,music,852.5732421875,347.0389709472656,541.1107788085938,84.36371612548828,3.9547698497772217
1651,17,52,5.2771,6.5399,1,4,0.4566,music,795.865478515625,360.4095458984375,492.5625,103.61979675292969,5.622669696807861
1652,17,53,5.637,5.0014,1,4,0.8413,short_video,679.6615600585938,354.232177734375,531.3585205078125,114.00029754638672,5.411943435668945
1653,17,54,4.9979,4.8419,0,4,0.249,music,902.4092407226562,420.7108154296875,427.2417907714844,91.84293365478516,3.8111572265625
1654,17,55,5.2489,6.0222,0,4,0.6427,music,994.3109741210938,392.08331298828125,468.88385009765625,70.2426986694336,3.845614194869995
1655,17,56,5.8729,4.7846,1,4,0.5792,article,680.8471069335938,350.1514587402344,542.6666259765625,113.11466979980469,4.250977993011475
1656,17,57,5.2988,4.9585,1,4,0.2955,game,814.88525390625,338.400634765625,534.1304931640625,93.8986587524414,4.694108963012695
1657,17,58,6.2448,4.9142,1,5,0.5442,movie,684.2590942382812,316.912353515625,598.3992919921875,103.1452865600586,4.957591533660889
1658,17,59,6.584,5.0248,0,4,0.7707,game,820.9592895507812,466.7530822753906,481.19287109375,78.63872528076172,4.222988605499268
1659,17,60,4.6185,4.3059,1,3,0.4198,game,980.8477172851562,360.2310791015625,479.669189453125,76.35028839111328,4.4690704345703125
1660,17,61,5.4375,2.4688,0,3,0.1555,article,1024.7374267578125,376.1214904785156,422.9560546875,80.91191101074219,4.81296968460083
1661,17,62,5.8838,7.167,1,4,0.4956,short_video,765.197265625,384.72528076171875,541.2477416992188,90.75250244140625,4.048684597015381
1662,17,63,5.6572,6.1221,1,3,0.2886,movie,845.3478393554688,345.46246337890625,559.420166015625,80.67112731933594,3.9885292053222656
1663,17,64,5.0056,5.1099,0,3,0.4152,movie,957.5374145507812,546.37109375,403.75616455078125,59.4847412109375,3.9660747051239014
1664,17,65,5.3686,3.2891,1,4,0.4796,short_video,872.8327026367188,408.00384521484375,429.9491271972656,97.19278717041016,5.296970844268799
1665,17,66,5.3228,5.2229,0,3,0.1537,movie,828.4774780273438,533.96728515625,445.7513732910156,71.64794921875,4.652495861053467
1666,17,67,5.1279,5.6224,0,2,0.1658,music,852.5595703125,396.29815673828125,473.74267578125,93.04041290283203,3.5331318378448486
1667,17,68,6.2162,4.8005,1,4,0.6182,movie,779.97314453125,367.9482421875,508.02227783203125,101.38534545898438,4.717806816101074
1668,17,69,5.3913,5.5139,1,3,0.3722,movie,967.2120971679688,355.70281982421875,480.0811462402344,80.1287612915039,3.8403189182281494
1669,17,70,4.4769,5.3169,0,3,0.0714,article,1078.8822021484375,447.41766357421875,380.61846923828125,68.05866241455078,3.9444706439971924
1670,17,71,4.4063,4.9736,0,3,0.6867,movie,1177.5927734375,409.81097412109375,391.6860046386719,56.743560791015625,3.8066041469573975
1671,17,72,5.1997,4.1037,0,2,0.5677,movie,922.5086059570312,429.2081604003906,433.50714111328125,82.82862854003906,5.000192642211914
1672,17,73,5.7038,4.2631,0,3,0.3287,article,1035.235107421875,383.5634460449219,398.68450927734375,85.58008575439453,4.21999979019165
1673,17,74,4.3615,4.6089,0,4,0.2113,movie,950.4973754882812,401.7269287109375,447.51348876953125,82.11116027832031,3.6230738162994385
1674,17,75,6.5029,5.1994,1,3,0.6976,article,790.4547729492188,389.6373291015625,510.9552307128906,93.77165985107422,4.340179443359375
1675,17,76,4.4868,4.6563,0,3,0.5865,movie,1149.246337890625,504.6363525390625,327.2165832519531,58.71956253051758,3.186133861541748
1676,17,77,6.113,5.775,1,4,0.9155,movie,802.1268920898438,413.29144287109375,481.74127197265625,94.4422378540039,4.888668537139893
1677,17,78,5.7215,5.8241,1,3,0.6035,movie,808.3943481445312,446.1541748046875,507.0484313964844,78.29452514648438,4.589606761932373
1678,17,79,6.188,4.3092,1,4,0.5957,short_video,765.3681030273438,454.934814453125,446.27947998046875,100.25110626220703,5.381723880767822
1679,17,80,7.4621,5.9655,1,5,0.4584,short_video,614.73486328125,376.3860168457031,588.4568481445312,104.6262435913086,4.988859176635742
1680,17,81,5.7291,4.9057,1,4,0.6936,game,847.125,341.37701416015625,515.9332275390625,92.97049713134766,5.297377109527588
1681,17,82,4.7906,4.4231,0,3,0.6514,music,809.6734008789062,535.0819091796875,416.9453125,82.27351379394531,5.429707050323486
1682,17,83,4.8101,5.3946,0,3,0.7776,movie,953.5886840820312,507.51104736328125,377.3917236328125,76.53523254394531,4.289565563201904
1683,17,84,4.4181,5.0787,0,3,0.3725,game,919.2957153320312,506.26678466796875,415.7093811035156,71.20148468017578,4.321856498718262
1684,17,85,4.0037,4.9118,0,2,0.3928,music,1153.6207275390625,487.6734924316406,375.17926025390625,46.99699401855469,3.8284010887145996
1685,17,86,4.0456,3.2293,0,2,0.3825,game,1036.84765625,560.21875,302.5502014160156,72.18753051757812,3.6760268211364746
1686,17,87,5.8565,5.6681,1,5,0.688,short_video,655.2488403320312,353.1564025878906,605.2145385742188,98.16546630859375,4.615073204040527
1687,17,88,6.0338,3.7547,1,3,0.8173,article,655.7089233398438,411.8458251953125,611.0867919921875,82.28770446777344,4.456064224243164
1688,17,89,5.7468,4.7927,1,3,0.3873,game,799.6943359375,458.4546813964844,494.67388916015625,79.97949981689453,4.855842113494873
